Period,Year,Quarter,Region,Category,Channel,Revenue,COGS,OpEx,Net Profit,Budget,Variance
Jun 2025,2025,Q2,"North America","Accessories","Partner Network",26198,13778,6403,6017,26178,20
Jun 2025,2025,Q2,"Europe","Hardware","Enterprise Direct",56119,38303,12330,5486,53287,2832
Jun 2025,2025,Q2,"Europe","Enterprise Software","Enterprise Direct",79071,22110,15899,41062,83635,-4564
Jun 2025,2025,Q2,"Europe","Cloud Services","Enterprise Direct",96478,31333,23313,41832,99657,-3179
Jun 2025,2025,Q2,"Europe","Consumer Electronics","Enterprise Direct",39107,29286,9087,734,41611,-2504
Jun 2025,2025,Q2,"Europe","Accessories","Enterprise Direct",26453,13662,6455,6336,24570,1883
Jun 2025,2025,Q2,"Europe","Hardware","Retail Stores",54310,37040,10498,6772,53226,1084
Jun 2025,2025,Q2,"Europe","Enterprise Software","Retail Stores",78933,19291,16774,42868,75700,3233
Jun 2025,2025,Q2,"Europe","Cloud Services","Retail Stores",83719,28466,17132,38121,88417,-4698
Jun 2025,2025,Q2,"Europe","Consumer Electronics","Retail Stores",41576,29083,10022,2471,39110,2466
Jun 2025,2025,Q2,"Europe","Accessories","Retail Stores",22037,11637,4358,6042,21278,759
Jun 2025,2025,Q2,"Europe","Hardware","Online / E-Commerce",56532,35070,11707,9755,53737,2795
Jun 2025,2025,Q2,"Europe","Enterprise Software","Online / E-Commerce",62637,16460,12619,33558,64256,-1619
Jun 2025,2025,Q2,"Europe","Cloud Services","Online / E-Commerce",90377,29398,20759,40220,95083,-4706
Jun 2025,2025,Q2,"Europe","Consumer Electronics","Online / E-Commerce",39189,28723,9387,1079,39393,-204
Jun 2025,2025,Q2,"Europe","Accessories","Online / E-Commerce",25027,13165,5555,6307,26706,-1679
Jun 2025,2025,Q2,"Europe","Hardware","Partner Network",56144,36640,13764,5740,55844,300
Jun 2025,2025,Q2,"Europe","Enterprise Software","Partner Network",71161,22312,15513,33336,66597,4564
Jun 2025,2025,Q2,"Europe","Cloud Services","Partner Network",108769,37779,21313,49677,111995,-3226
Jun 2025,2025,Q2,"Europe","Consumer Electronics","Partner Network",42761,29417,9883,3461,45395,-2634
Jun 2025,2025,Q2,"Europe","Accessories","Partner Network",20999,10811,5105,5083,21278,-279
Jun 2025,2025,Q2,"Asia-Pacific","Hardware","Enterprise Direct",39269,26734,8835,3700,41744,-2475
Jun 2025,2025,Q2,"Asia-Pacific","Enterprise Software","Enterprise Direct",57173,16388,13929,26856,57423,-250
Jun 2025,2025,Q2,"Asia-Pacific","Cloud Services","Enterprise Direct",72016,27475,15962,28579,70827,1189
Jun 2025,2025,Q2,"Asia-Pacific","Consumer Electronics","Enterprise Direct",35126,25368,7510,2248,37791,-2665
Jun 2025,2025,Q2,"Asia-Pacific","Accessories","Enterprise Direct",17502,8607,4348,4547,18684,-1182
Jun 2025,2025,Q2,"Asia-Pacific","Hardware","Retail Stores",36049,24800,8844,2405,38128,-2079
Jun 2025,2025,Q2,"Asia-Pacific","Enterprise Software","Retail Stores",58545,18370,14146,26029,54525,4020
Jun 2025,2025,Q2,"Asia-Pacific","Cloud Services","Retail Stores",79166,29991,15378,33797,80172,-1006
Jun 2025,2025,Q2,"Asia-Pacific","Consumer Electronics","Retail Stores",34811,23869,7824,3118,34197,614
Jun 2025,2025,Q2,"Asia-Pacific","Accessories","Retail Stores",15125,7659,3227,4239,15623,-498
Jun 2025,2025,Q2,"Asia-Pacific","Hardware","Online / E-Commerce",38087,24421,8849,4817,36816,1271
Jun 2025,2025,Q2,"Asia-Pacific","Enterprise Software","Online / E-Commerce",49558,14691,10283,24584,52876,-3318
Jun 2025,2025,Q2,"Asia-Pacific","Cloud Services","Online / E-Commerce",74601,24866,18285,31450,77000,-2399
Jun 2025,2025,Q2,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",29448,22188,6834,426,28841,607
Jun 2025,2025,Q2,"Asia-Pacific","Accessories","Online / E-Commerce",19540,10084,4148,5308,20790,-1250
Jun 2025,2025,Q2,"Asia-Pacific","Hardware","Partner Network",39443,25231,9623,4589,37587,1856
Jun 2025,2025,Q2,"Asia-Pacific","Enterprise Software","Partner Network",49271,15372,9970,23929,53171,-3900
Jun 2025,2025,Q2,"Asia-Pacific","Cloud Services","Partner Network",78693,25691,19648,33354,74323,4370
Jun 2025,2025,Q2,"Asia-Pacific","Consumer Electronics","Partner Network",28641,21755,5705,1181,27568,1073
Jun 2025,2025,Q2,"Asia-Pacific","Accessories","Partner Network",19936,9414,4106,6416,20933,-997
Jun 2025,2025,Q2,"Latin America","Hardware","Enterprise Direct",33326,21038,7957,4331,34948,-1622
Jun 2025,2025,Q2,"Latin America","Enterprise Software","Enterprise Direct",47655,14535,11354,21766,46716,939
Jun 2025,2025,Q2,"Latin America","Cloud Services","Enterprise Direct",76855,28770,16340,31745,71767,5088
Jun 2025,2025,Q2,"Latin America","Consumer Electronics","Enterprise Direct",34281,24345,6691,3245,36624,-2343
Jun 2025,2025,Q2,"Latin America","Accessories","Enterprise Direct",16719,7806,4107,4806,17405,-686
Jun 2025,2025,Q2,"Latin America","Hardware","Retail Stores",32582,22292,7669,2621,32202,380
Jun 2025,2025,Q2,"Latin America","Enterprise Software","Retail Stores",57821,17376,12468,27977,61426,-3605
Jun 2025,2025,Q2,"Latin America","Cloud Services","Retail Stores",75673,26044,18418,31211,76126,-453
Jun 2025,2025,Q2,"Latin America","Consumer Electronics","Retail Stores",30727,23081,6829,817,30897,-170
Jun 2025,2025,Q2,"Latin America","Accessories","Retail Stores",19390,9753,4306,5331,18141,1249
Jun 2025,2025,Q2,"Latin America","Hardware","Online / E-Commerce",37617,24555,7367,5695,40192,-2575
Jun 2025,2025,Q2,"Latin America","Enterprise Software","Online / E-Commerce",51786,12833,12722,26231,48088,3698
Jun 2025,2025,Q2,"Latin America","Cloud Services","Online / E-Commerce",61783,23739,11938,26106,62741,-958
Jun 2025,2025,Q2,"Latin America","Consumer Electronics","Online / E-Commerce",35445,24255,8004,3186,37238,-1793
Jun 2025,2025,Q2,"Latin America","Accessories","Online / E-Commerce",15036,7635,3593,3808,13907,1129
Jun 2025,2025,Q2,"Latin America","Hardware","Partner Network",38282,25852,7344,5086,37254,1028
Jun 2025,2025,Q2,"Latin America","Enterprise Software","Partner Network",56114,13605,11780,30729,56534,-420
Jun 2025,2025,Q2,"Latin America","Cloud Services","Partner Network",60373,20320,13451,26602,60424,-51
Jun 2025,2025,Q2,"Latin America","Consumer Electronics","Partner Network",29832,21591,6573,1668,28995,837
Jun 2025,2025,Q2,"Latin America","Accessories","Partner Network",17604,8809,3688,5107,18871,-1267
Jun 2025,2025,Q2,"Middle East & Africa","Hardware","Enterprise Direct",37259,23696,9202,4361,39257,-1998
Jun 2025,2025,Q2,"Middle East & Africa","Enterprise Software","Enterprise Direct",48559,15343,11660,21556,48336,223
Jun 2025,2025,Q2,"Middle East & Africa","Cloud Services","Enterprise Direct",79745,30049,17407,32289,84656,-4911
Jun 2025,2025,Q2,"Middle East & Africa","Consumer Electronics","Enterprise Direct",34573,24813,8404,1356,33415,1158
Jun 2025,2025,Q2,"Middle East & Africa","Accessories","Enterprise Direct",17211,9135,3570,4506,16254,957
Jun 2025,2025,Q2,"Middle East & Africa","Hardware","Retail Stores",41495,26277,8263,6955,39151,2344
Jun 2025,2025,Q2,"Middle East & Africa","Enterprise Software","Retail Stores",48033,12114,9550,26369,46972,1061
Jun 2025,2025,Q2,"Middle East & Africa","Cloud Services","Retail Stores",62939,20251,13325,29363,67336,-4397
Jun 2025,2025,Q2,"Middle East & Africa","Consumer Electronics","Retail Stores",28086,19912,6915,1259,29674,-1588
Jun 2025,2025,Q2,"Middle East & Africa","Accessories","Retail Stores",16641,8902,4014,3725,17704,-1063
Jun 2025,2025,Q2,"Middle East & Africa","Hardware","Online / E-Commerce",42073,28537,10264,3272,39556,2517
Jun 2025,2025,Q2,"Middle East & Africa","Enterprise Software","Online / E-Commerce",56688,17684,11200,27804,57576,-888
Jun 2025,2025,Q2,"Middle East & Africa","Cloud Services","Online / E-Commerce",78686,25187,17773,35726,82591,-3905
Jun 2025,2025,Q2,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",27890,20299,6655,936,29561,-1671
Jun 2025,2025,Q2,"Middle East & Africa","Accessories","Online / E-Commerce",17870,9378,4333,4159,17018,852
Jun 2025,2025,Q2,"Middle East & Africa","Hardware","Partner Network",40662,27649,8219,4794,40691,-29
Jun 2025,2025,Q2,"Middle East & Africa","Enterprise Software","Partner Network",57012,14605,12558,29849,58014,-1002
Jun 2025,2025,Q2,"Middle East & Africa","Cloud Services","Partner Network",63988,22419,14499,27070,61232,2756
Jun 2025,2025,Q2,"Middle East & Africa","Consumer Electronics","Partner Network",31455,22924,6412,2119,33175,-1720
Jun 2025,2025,Q2,"Middle East & Africa","Accessories","Partner Network",17932,8580,4313,5039,17470,462
Jul 2025,2025,Q3,"North America","Hardware","Enterprise Direct",59843,40534,12587,6722,56213,3630
Jul 2025,2025,Q3,"North America","Enterprise Software","Enterprise Direct",98889,26414,19506,52969,94446,4443
Jul 2025,2025,Q3,"North America","Cloud Services","Enterprise Direct",117024,37409,23774,55841,118742,-1718
Jul 2025,2025,Q3,"North America","Consumer Electronics","Enterprise Direct",48721,33985,10987,3749,48437,284
Jul 2025,2025,Q3,"North America","Accessories","Enterprise Direct",27821,14115,6060,7646,25834,1987
Jul 2025,2025,Q3,"North America","Hardware","Retail Stores",66892,43285,12924,10683,66045,847
Jul 2025,2025,Q3,"North America","Enterprise Software","Retail Stores",88713,21671,19095,47947,87162,1551
Jul 2025,2025,Q3,"North America","Cloud Services","Retail Stores",106497,36599,22731,47167,102152,4345
Jul 2025,2025,Q3,"North America","Consumer Electronics","Retail Stores",53668,38172,10986,4510,51446,2222
Jul 2025,2025,Q3,"North America","Accessories","Retail Stores",29384,14093,6008,9283,31419,-2035
Jul 2025,2025,Q3,"North America","Hardware","Online / E-Commerce",60119,37833,14788,7498,63517,-3398
Jul 2025,2025,Q3,"North America","Enterprise Software","Online / E-Commerce",82732,26030,19954,36748,87180,-4448
Jul 2025,2025,Q3,"North America","Cloud Services","Online / E-Commerce",138936,52554,33367,53015,148922,-9986
Jul 2025,2025,Q3,"North America","Consumer Electronics","Online / E-Commerce",60799,45409,15014,376,59146,1653
Jul 2025,2025,Q3,"North America","Accessories","Online / E-Commerce",33442,17923,7016,8503,32849,593
Jul 2025,2025,Q3,"North America","Hardware","Partner Network",73873,47013,15761,11099,73946,-73
Jul 2025,2025,Q3,"North America","Enterprise Software","Partner Network",85121,23079,18758,43284,82597,2524
Jul 2025,2025,Q3,"North America","Cloud Services","Partner Network",118879,41667,24831,52381,111778,7101
Jul 2025,2025,Q3,"North America","Consumer Electronics","Partner Network",55076,38838,10883,5355,54032,1044
Jul 2025,2025,Q3,"North America","Accessories","Partner Network",28691,13489,6108,9094,30698,-2007
Jul 2025,2025,Q3,"Europe","Hardware","Enterprise Direct",45421,29093,11184,5144,48531,-3110
Jul 2025,2025,Q3,"Europe","Enterprise Software","Enterprise Direct",67967,21409,16698,29860,65321,2646
Jul 2025,2025,Q3,"Europe","Cloud Services","Enterprise Direct",109292,41993,22449,44850,112263,-2971
Jul 2025,2025,Q3,"Europe","Consumer Electronics","Enterprise Direct",48738,34143,11219,3376,47546,1192
Jul 2025,2025,Q3,"Europe","Accessories","Enterprise Direct",22127,11364,4665,6098,21980,147
Jul 2025,2025,Q3,"Europe","Hardware","Retail Stores",53758,34285,11693,7780,52745,1013
Jul 2025,2025,Q3,"Europe","Enterprise Software","Retail Stores",67241,18605,14318,34318,65889,1352
Jul 2025,2025,Q3,"Europe","Cloud Services","Retail Stores",95416,32496,20272,42648,95155,261
Jul 2025,2025,Q3,"Europe","Consumer Electronics","Retail Stores",41667,29581,9124,2962,40226,1441
Jul 2025,2025,Q3,"Europe","Accessories","Retail Stores",22970,11454,4756,6760,24450,-1480
Jul 2025,2025,Q3,"Europe","Hardware","Online / E-Commerce",50887,32197,12425,6265,50400,487
Jul 2025,2025,Q3,"Europe","Enterprise Software","Online / E-Commerce",65905,20577,14263,31065,70814,-4909
Jul 2025,2025,Q3,"Europe","Cloud Services","Online / E-Commerce",108291,37384,26849,44058,116700,-8409
Jul 2025,2025,Q3,"Europe","Consumer Electronics","Online / E-Commerce",42418,32121,10567,-270,40720,1698
Jul 2025,2025,Q3,"Europe","Accessories","Online / E-Commerce",27204,14658,5576,6970,26059,1145
Jul 2025,2025,Q3,"Europe","Hardware","Partner Network",58597,36915,11966,9716,55061,3536
Jul 2025,2025,Q3,"Europe","Enterprise Software","Partner Network",65183,16879,12865,35439,64983,200
Jul 2025,2025,Q3,"Europe","Cloud Services","Partner Network",88991,28462,19476,41053,93366,-4375
Jul 2025,2025,Q3,"Europe","Consumer Electronics","Partner Network",38306,27522,9133,1651,40446,-2140
Jul 2025,2025,Q3,"Europe","Accessories","Partner Network",23733,12450,5719,5564,22911,822
Jul 2025,2025,Q3,"Asia-Pacific","Hardware","Enterprise Direct",40629,27544,8411,4674,43822,-3193
Jul 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Enterprise Direct",56623,14874,14126,27623,53597,3026
Jul 2025,2025,Q3,"Asia-Pacific","Cloud Services","Enterprise Direct",65704,25578,13138,26988,62036,3668
Jul 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Enterprise Direct",36042,24987,7175,3880,37269,-1227
Jul 2025,2025,Q3,"Asia-Pacific","Accessories","Enterprise Direct",15620,7374,3636,4610,15123,497
Jul 2025,2025,Q3,"Asia-Pacific","Hardware","Retail Stores",33306,22216,6930,4160,32480,826
Jul 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Retail Stores",54526,14400,11488,28638,50236,4290
Jul 2025,2025,Q3,"Asia-Pacific","Cloud Services","Retail Stores",66077,22307,12587,31183,71278,-5201
Jul 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Retail Stores",29952,20387,7474,2091,31570,-1618
Jul 2025,2025,Q3,"Asia-Pacific","Accessories","Retail Stores",14799,7982,3556,3261,13625,1174
Jul 2025,2025,Q3,"Asia-Pacific","Hardware","Online / E-Commerce",42690,28902,8122,5666,44903,-2213
Jul 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Online / E-Commerce",56446,13567,13515,29364,55581,865
Jul 2025,2025,Q3,"Asia-Pacific","Cloud Services","Online / E-Commerce",59818,22487,12816,24515,60652,-834
Jul 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",34467,24552,7763,2152,33731,736
Jul 2025,2025,Q3,"Asia-Pacific","Accessories","Online / E-Commerce",16861,8548,3574,4739,17228,-367
Jul 2025,2025,Q3,"Asia-Pacific","Hardware","Partner Network",38173,24405,8709,5059,40311,-2138
Jul 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Partner Network",49202,14312,11858,23032,47767,1435
Jul 2025,2025,Q3,"Asia-Pacific","Cloud Services","Partner Network",73132,27644,15289,30199,67739,5393
Jul 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Partner Network",34713,24487,6677,3549,35117,-404
Jul 2025,2025,Q3,"Asia-Pacific","Accessories","Partner Network",16411,7600,3682,5129,15576,835
Jul 2025,2025,Q3,"Latin America","Hardware","Enterprise Direct",32057,21024,6441,4592,31081,976
Jul 2025,2025,Q3,"Latin America","Enterprise Software","Enterprise Direct",52373,13332,10924,28117,50460,1913
Jul 2025,2025,Q3,"Latin America","Cloud Services","Enterprise Direct",63562,21279,13113,29170,61286,2276
Jul 2025,2025,Q3,"Latin America","Consumer Electronics","Enterprise Direct",29619,20785,6118,2716,29414,205
Jul 2025,2025,Q3,"Latin America","Accessories","Enterprise Direct",16171,7796,3516,4859,17243,-1072
Jul 2025,2025,Q3,"Latin America","Hardware","Retail Stores",34702,22436,8497,3769,36078,-1376
Jul 2025,2025,Q3,"Latin America","Enterprise Software","Retail Stores",50590,15843,11882,22865,54372,-3782
Jul 2025,2025,Q3,"Latin America","Cloud Services","Retail Stores",79004,29218,19596,30190,81674,-2670
Jul 2025,2025,Q3,"Latin America","Consumer Electronics","Retail Stores",33749,25561,7853,335,31120,2629
Jul 2025,2025,Q3,"Latin America","Accessories","Retail Stores",19793,10231,3776,5786,19518,275
Jul 2025,2025,Q3,"Latin America","Hardware","Online / E-Commerce",39557,24171,8497,6889,38318,1239
Jul 2025,2025,Q3,"Latin America","Enterprise Software","Online / E-Commerce",43767,11951,9115,22701,41047,2720
Jul 2025,2025,Q3,"Latin America","Cloud Services","Online / E-Commerce",68439,22882,13462,32095,66087,2352
Jul 2025,2025,Q3,"Latin America","Consumer Electronics","Online / E-Commerce",29568,20370,6124,3074,31175,-1607
Jul 2025,2025,Q3,"Latin America","Accessories","Online / E-Commerce",15337,7405,3687,4245,15786,-449
Jul 2025,2025,Q3,"Latin America","Hardware","Partner Network",34803,23568,8039,3196,32419,2384
Jul 2025,2025,Q3,"Latin America","Enterprise Software","Partner Network",56477,16641,10974,28862,54471,2006
Jul 2025,2025,Q3,"Latin America","Cloud Services","Partner Network",74126,23405,15320,35401,78368,-4242
Jul 2025,2025,Q3,"Latin America","Consumer Electronics","Partner Network",27379,19227,6611,1541,26873,506
Jul 2025,2025,Q3,"Latin America","Accessories","Partner Network",16204,8566,3453,4185,15396,808
Jul 2025,2025,Q3,"Middle East & Africa","Hardware","Enterprise Direct",41192,26394,8292,6506,40908,284
Jul 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Enterprise Direct",49478,12620,10757,26101,49711,-233
Jul 2025,2025,Q3,"Middle East & Africa","Cloud Services","Enterprise Direct",63697,22074,14126,27497,60693,3004
Jul 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Enterprise Direct",31007,22398,6273,2336,29521,1486
Jul 2025,2025,Q3,"Middle East & Africa","Accessories","Enterprise Direct",17513,8344,3538,5631,18388,-875
Jul 2025,2025,Q3,"Middle East & Africa","Hardware","Retail Stores",33910,21229,8096,4585,32266,1644
Jul 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Retail Stores",46648,14227,9414,23007,49501,-2853
Jul 2025,2025,Q3,"Middle East & Africa","Cloud Services","Retail Stores",76853,25035,18670,33148,75206,1647
Jul 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Retail Stores",28557,21434,6053,1070,28662,-105
Jul 2025,2025,Q3,"Middle East & Africa","Accessories","Retail Stores",19351,9468,4284,5599,19282,69
Jul 2025,2025,Q3,"Middle East & Africa","Hardware","Online / E-Commerce",35706,23274,7808,4624,35545,161
Jul 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Online / E-Commerce",51605,14358,11266,25981,50802,803
Jul 2025,2025,Q3,"Middle East & Africa","Cloud Services","Online / E-Commerce",69798,24272,14948,30578,66515,3283
Jul 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Online / E-Commerce",31147,22184,6303,2660,29529,1618
Jul 2025,2025,Q3,"Middle East & Africa","Accessories","Online / E-Commerce",16854,8031,3380,5443,16554,300
Jul 2025,2025,Q3,"Middle East & Africa","Hardware","Partner Network",33920,21167,7236,5517,33158,762
Jul 2025,2025,Q3,"Middle East & Africa","Enterprise Software","Partner Network",46262,12541,9788,23933,48058,-1796
Jul 2025,2025,Q3,"Middle East & Africa","Cloud Services","Partner Network",67918,23009,15931,28978,70284,-2366
Jul 2025,2025,Q3,"Middle East & Africa","Consumer Electronics","Partner Network",30090,22249,7013,828,29021,1069
Jul 2025,2025,Q3,"Middle East & Africa","Accessories","Partner Network",18624,9636,3849,5139,19022,-398
Aug 2025,2025,Q3,"North America","Hardware","Enterprise Direct",69353,43848,15814,9691,71110,-1757
Aug 2025,2025,Q3,"North America","Enterprise Software","Enterprise Direct",83721,24337,19214,40170,79573,4148
Aug 2025,2025,Q3,"North America","Cloud Services","Enterprise Direct",127896,46383,25761,55752,126328,1568
Aug 2025,2025,Q3,"North America","Consumer Electronics","Enterprise Direct",57584,40034,12404,5146,53490,4094
Aug 2025,2025,Q3,"North America","Accessories","Enterprise Direct",27558,13610,5328,8620,28042,-484
Aug 2025,2025,Q3,"North America","Hardware","Retail Stores",63604,39082,14412,10110,61637,1967
Aug 2025,2025,Q3,"North America","Enterprise Software","Retail Stores",77736,22449,16200,39087,80806,-3070
Aug 2025,2025,Q3,"North America","Cloud Services","Retail Stores",127015,42491,29825,54699,134535,-7520
Aug 2025,2025,Q3,"North America","Consumer Electronics","Retail Stores",51785,38308,12542,935,51387,398
Aug 2025,2025,Q3,"North America","Accessories","Retail Stores",32630,17281,7085,8264,34931,-2301
Aug 2025,2025,Q3,"North America","Hardware","Online / E-Commerce",72326,46734,17824,7768,69203,3123
Aug 2025,2025,Q3,"North America","Enterprise Software","Online / E-Commerce",88402,27869,18017,42516,82667,5735
Aug 2025,2025,Q3,"North America","Cloud Services","Online / E-Commerce",139225,45723,27243,66259,140168,-943
Aug 2025,2025,Q3,"North America","Consumer Electronics","Online / E-Commerce",50522,34737,11243,4542,50999,-477
Aug 2025,2025,Q3,"North America","Accessories","Online / E-Commerce",26685,13433,5965,7287,27219,-534
Aug 2025,2025,Q3,"North America","Hardware","Partner Network",65927,43164,14999,7764,62012,3915
Aug 2025,2025,Q3,"North America","Enterprise Software","Partner Network",91281,26473,18049,46759,86231,5050
Aug 2025,2025,Q3,"North America","Cloud Services","Partner Network",127584,40866,25422,61296,117446,10138
Aug 2025,2025,Q3,"North America","Consumer Electronics","Partner Network",48852,33822,9292,5738,46054,2798
Aug 2025,2025,Q3,"North America","Accessories","Partner Network",27229,12533,5406,9290,26208,1021
Aug 2025,2025,Q3,"Europe","Hardware","Enterprise Direct",43529,27047,8964,7518,44858,-1329
Aug 2025,2025,Q3,"Europe","Enterprise Software","Enterprise Direct",62905,16434,14560,31911,64609,-1704
Aug 2025,2025,Q3,"Europe","Cloud Services","Enterprise Direct",89824,32810,20674,36340,90564,-740
Aug 2025,2025,Q3,"Europe","Consumer Electronics","Enterprise Direct",45667,33499,10188,1980,48072,-2405
Aug 2025,2025,Q3,"Europe","Accessories","Enterprise Direct",25083,12645,6014,6424,26261,-1178
Aug 2025,2025,Q3,"Europe","Hardware","Retail Stores",51940,35129,12341,4470,48333,3607
Aug 2025,2025,Q3,"Europe","Enterprise Software","Retail Stores",77432,23499,15018,38915,74234,3198
Aug 2025,2025,Q3,"Europe","Cloud Services","Retail Stores",105122,33142,21499,50481,100073,5049
Aug 2025,2025,Q3,"Europe","Consumer Electronics","Retail Stores",37569,26274,7588,3707,34816,2753
Aug 2025,2025,Q3,"Europe","Accessories","Retail Stores",22021,10482,4240,7299,21475,546
Aug 2025,2025,Q3,"Europe","Hardware","Online / E-Commerce",46543,28548,9807,8188,43488,3055
Aug 2025,2025,Q3,"Europe","Enterprise Software","Online / E-Commerce",60792,16268,11878,32646,59200,1592
Aug 2025,2025,Q3,"Europe","Cloud Services","Online / E-Commerce",92125,29220,19363,43542,96134,-4009
Aug 2025,2025,Q3,"Europe","Consumer Electronics","Online / E-Commerce",37877,26776,8951,2150,38271,-394
Aug 2025,2025,Q3,"Europe","Accessories","Online / E-Commerce",22698,11843,5082,5773,24293,-1595
Aug 2025,2025,Q3,"Europe","Hardware","Partner Network",55323,36248,13629,5446,57113,-1790
Aug 2025,2025,Q3,"Europe","Enterprise Software","Partner Network",71849,22642,16679,32528,68496,3353
Aug 2025,2025,Q3,"Europe","Cloud Services","Partner Network",109347,40040,22143,47164,117774,-8427
Aug 2025,2025,Q3,"Europe","Consumer Electronics","Partner Network",45814,31917,11403,2494,42781,3033
Aug 2025,2025,Q3,"Europe","Accessories","Partner Network",21781,11730,4251,5800,20267,1514
Aug 2025,2025,Q3,"Asia-Pacific","Hardware","Enterprise Direct",42575,26265,8257,8053,43642,-1067
Aug 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Enterprise Direct",44892,11009,10298,23585,48317,-3425
Aug 2025,2025,Q3,"Asia-Pacific","Cloud Services","Enterprise Direct",61107,22153,15192,23762,64240,-3133
Aug 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Enterprise Direct",32889,24935,7868,86,31522,1367
Aug 2025,2025,Q3,"Asia-Pacific","Accessories","Enterprise Direct",19843,10430,4056,5357,21392,-1549
Aug 2025,2025,Q3,"Asia-Pacific","Hardware","Retail Stores",40776,25657,10165,4954,42398,-1622
Aug 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Retail Stores",47258,15077,11102,21079,50176,-2918
Aug 2025,2025,Q3,"Asia-Pacific","Cloud Services","Retail Stores",80554,29796,19587,31171,75436,5118
Aug 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Retail Stores",33757,25347,6622,1788,32373,1384
Aug 2025,2025,Q3,"Asia-Pacific","Accessories","Retail Stores",19370,9070,3964,6336,18710,660
Aug 2025,2025,Q3,"Asia-Pacific","Hardware","Online / E-Commerce",32769,20628,6790,5351,34471,-1702
Aug 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Online / E-Commerce",47313,12441,11330,23542,44702,2611
Aug 2025,2025,Q3,"Asia-Pacific","Cloud Services","Online / E-Commerce",65777,24730,13110,27937,65628,149
Aug 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Online / E-Commerce",34473,23869,7555,3049,36117,-1644
Aug 2025,2025,Q3,"Asia-Pacific","Accessories","Online / E-Commerce",15564,7764,3702,4098,15496,68
Aug 2025,2025,Q3,"Asia-Pacific","Hardware","Partner Network",37042,24960,8089,3993,37338,-296
Aug 2025,2025,Q3,"Asia-Pacific","Enterprise Software","Partner Network",55835,15512,12451,27872,52163,3672
Aug 2025,2025,Q3,"Asia-Pacific","Cloud Services","Partner Network",69694,24671,13614,31409,73180,-3486
Aug 2025,2025,Q3,"Asia-Pacific","Consumer Electronics","Partner Network",31884,21908,7613,2363,30798,1086
Aug 2025,2025,Q3,"Asia-Pacific","Accessories","Partner Network",15219,7990,3154,4075,15188,31
Aug 2025,2025,Q3,"Latin America","Hardware","Enterprise Direct",40689,25755,8921,6013,43226,-2537
Aug 2025,2025,Q3,"Latin America","Enterprise Software","Enterprise Direct",47981,13386,11678,22917,47517,464
Aug 2025,2025,Q3,"Latin America","Cloud Services","Enterprise Direct",69999,26682,15146,28171,74119,-4120
Aug 2025,2025,Q3,"Latin America","Consumer Electronics","Enterprise Direct",35086,25092,8493,1501,35399,-313
Aug 2025,2025,Q3,"Latin America","Accessories","Enterprise Direct",17046,9025,3807,4214,16181,865
Aug 2025,2025,Q3,"Latin America","Hardware","Retail Stores",41306,27033,8301,5972,42173,-867
Aug 2025,2025,Q3,"Latin America","Enterprise Software","Retail Stores",52112,13269,11875,26968,53955,-1843
Aug 2025,2025,Q3,"Latin America","Cloud Services","Retail Stores",63581,22921,14831,25829,59316,4265
Aug 2025,2025,Q3,"Latin America","Consumer Electronics","Retail Stores",32650,24085,6362,2203,32888,-238
Aug 2025,2025,Q3,"Latin America","Accessories","Retail Stores",18511,8635,4123,5753,18335,176
Aug 2025,2025,Q3,"Latin America","Hardware","Online / E-Commerce",32521,21257,7039,4225,34758,-2237
Aug 2025,2025,Q3,"Latin America","Enterprise Software","Online / E-Commerce",51955,14301,12770,24884,49677,2278
Aug 2025,2025,Q3,"Latin America","Cloud Services","Online / E-Commerce",69017,26530,14049,28438,70666,-1649
Aug 2025,2025,Q3,"Latin America","Consumer Electronics","Online / E-Commerce",35465,24757,8120,2588,36217,-752
Aug 2025,2025,Q3,"Latin America","Accessories","Online / E-Commerce",15933,8157,3632,4144,16770,-837
Aug 2025,2025,Q3,"Latin America","Hardware","Partner Network",38866,25675,9316,3875,39865,-999
Aug 2025,2025,Q3,"Latin America","Enterprise Software","Partner Network",53291,16321,12238,24732,49315,3976
